uf,cargo,turno,instituto,contratante,data_ref,data_divulgacao,campo_inicio,campo_fim,amostra,margem_erro,metodologia,registro_tse,cenario,principal,candidato,partido,slug,percentual,fonte,url,revid
PI,governador,1,Amostragem,,2026-03-27,,2026-03-23,2026-03-27,1137,2.85,,,2,0,Joel Rodrigues,PP,pi-gov-joel-rodrigues,15.3,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-03-27,,2026-03-23,2026-03-27,1137,2.85,,,2,0,Lourdes Melo,PCO,pi-gov-lourdes-melo,2.29,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-03-27,,2026-03-23,2026-03-27,1137,2.85,,,2,0,Mainha,PODE,,2.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,51.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,32.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Toni Rodrigues,PL,,9.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,1.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Mainha,PODE,,0.7,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-03-30,,2026-03-24,2026-03-30,1220,3.0,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,0.7,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,51.7,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,32.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Toni Rodrigues,PL,,15.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Mainha,PODE,,1.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,0.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,GP1,,2026-04-10,,2026-04-07,2026-04-10,1137,2.91,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-04-30,,2026-04-26,2026-04-30,1220,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,44.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-04-30,,2026-04-26,2026-04-30,1220,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,43.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-04-30,,2026-04-26,2026-04-30,1220,3.0,,,1,1,Toni Rodrigues,PL,,5.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-05-18,,2026-05-13,2026-05-18,1240,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,63.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-05-18,,2026-05-13,2026-05-18,1240,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,24.7,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-05-18,,2026-05-13,2026-05-18,1240,3.0,,,1,1,Mainha,PODE,,1.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-05-18,,2026-05-13,2026-05-18,1240,3.0,,,1,1,Toni Rodrigues,PL,,0.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-05-18,,2026-05-13,2026-05-18,1240,3.0,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,0.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,63.17,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,12.25,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Toni Rodrigues,PL,,0.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,0.42,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.42,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Data AZ,,2026-06-06,,2026-05-28,2026-06-06,1200,2.83,,,1,1,Mainha,PODE,,0.08,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,73.02,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,16.82,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Toni Rodrigues,PL,,2.37,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,1.47,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,1.13,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,1.02,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-06-18,,2026-06-12,2026-06-18,1137,2.85,,,1,1,Mainha,PODE,,0.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,63.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,22.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Toni Rodrigues,PL,,1.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,1.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Mainha,PODE,,0.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,0.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-06-21,,2026-06-16,2026-06-21,1197,3.0,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,55.12,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,24.83,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Mainha,PODE,,0.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Toni Rodrigues,PL,,0.69,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,0.58,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,0.42,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Vetor,,2026-06-24,,2026-06-17,2026-06-24,1600,2.45,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.11,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,38.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,38.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Toni Rodrigues,PL,,3.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,1.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,1.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Veritá,,2026-07-11,,2026-07-07,2026-07-11,1200,3.0,,,1,1,Mainha,PODE,,0.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,72.41,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,18.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Toni Rodrigues,PL,,1.45,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,1.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,1.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.89,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Amostragem,,2026-07-12,,2026-07-07,2026-07-12,1137,2.85,,,1,1,Mainha,PODE,,0.67,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Real Time Big Data,,2026-07-13,,2026-07-11,2026-07-13,1600,2.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,64.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Real Time Big Data,,2026-07-13,,2026-07-11,2026-07-13,1600,2.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,23.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Real Time Big Data,,2026-07-13,,2026-07-11,2026-07-13,1600,2.0,,,1,1,Mainha,PODE,,2.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Real Time Big Data,,2026-07-13,,2026-07-11,2026-07-13,1600,2.0,,,1,1,Toni Rodrigues,PL,,1.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,64.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Joel Rodrigues,PP,pi-gov-joel-rodrigues,21.7,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Toni Rodrigues,PL,,2.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Elizeu Aguiar,NOVO,pi-gov-elizeu-aguiar,0.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Dra. Lúcia Santos,PSDB,pi-gov-dra-lucia-santos,0.3,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,AtlasIntel,,2026-07-20,,2026-07-15,2026-07-20,1200,3.0,,,1,1,Lourdes Melo,PCO,pi-gov-lourdes-melo,0.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
PI,governador,1,Datamax,,2026-08-02,,2026-07-28,2026-08-02,1602,2.45,,,1,1,Rafael Fonteles,PT,pi-gov-rafael-fonteles,75.69,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 no Piauí",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_no_Piauí,72914841
