uf,cargo,turno,instituto_bruto,campo_inicio,campo_fim,amostra,margem_erro,cenario,candidato,partido,percentual,outros,indecisos,secao,tabela,ordem_col,pagina,revid
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,1,Gabriel Azevedo,MDB,7.0,1.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,1,Marcelo Aro,PP,3.0,1.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,1,Patrus Ananias,PT,3.0,1.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,2,Cleitinho,Republicanos,30.0,0.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,2,Mateus Simões,PSD,24.0,0.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,2,Gabriel Azevedo,MDB,7.0,0.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,2,Marcelo Aro,PP,4.0,0.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Doxa,2026-05-01,2026-05-03,1500,2.53,2,Patrus Ananias,PT,3.0,0.0,31.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Cleitinho,Republicanos,30.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Alexandre Kalil,PDT,8.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Mateus Simões,PSD,14.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Gabriel Azevedo,MDB,4.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Marcelo Aro,PP,2.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,1,Patrus Ananias,PT,4.0,5.0,33.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,2,Cleitinho,Republicanos,35.0,4.0,38.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,2,Alexandre Kalil,PDT,11.0,4.0,38.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,2,Gabriel Azevedo,MDB,5.0,4.0,38.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,2,Marcelo Aro,PP,3.0,4.0,38.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,2,Patrus Ananias,PT,4.0,4.0,38.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,3,Cleitinho,Republicanos,37.0,4.0,34.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,3,Mateus Simões,PSD,16.0,4.0,34.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,3,Gabriel Azevedo,MDB,3.0,4.0,34.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,3,Marcelo Aro,PP,3.0,4.0,34.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,3,Patrus Ananias,PT,3.0,4.0,34.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,4,Alexandre Kalil,PDT,12.0,4.0,41.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,4,Mateus Simões,PSD,18.0,4.0,41.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,4,Gabriel Azevedo,MDB,5.0,4.0,41.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,4,Marcelo Aro,PP,4.0,4.0,41.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Quaest,2026-04-22,2026-04-26,1482,3.0,4,Patrus Ananias,PT,6.0,4.0,41.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Cleitinho,Republicanos,32.7,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Alexandre Kalil,PDT,28.6,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Mateus Simões,PSD,11.7,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Gabriel Azevedo,MDB,6.7,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Marcelo Aro,PP,4.0,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,1,Patrus Ananias,PT,3.7,7.5,5.6,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,2,Cleitinho,Republicanos,40.5,,12.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,2,Mateus Simões,PSD,29.4,,12.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,2,Gabriel Azevedo,MDB,8.7,,12.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,2,Patrus Ananias,PT,3.7,,12.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,3,Cleitinho,Republicanos,34.2,,9.8,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,3,Alexandre Kalil,PDT,37.9,,9.8,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,3,Gabriel Azevedo,MDB,11.5,,9.8,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,3,Marcelo Aro,PP,4.2,,9.8,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,AtlasIntel,2026-03-25,2026-03-30,2195,2.0,3,Patrus Ananias,PT,2.3,,9.8,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Cleitinho,Republicanos,50.3,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Alexandre Kalil,PDT,13.1,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Mateus Simões,PSD,14.9,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Gabriel Azevedo,MDB,8.3,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Marcelo Aro,PP,3.2,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Ben Mendes,MISSÃO,6.6,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,10,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Veritá,2026-03-24,2026-03-30,2030,2.5,1,Patrus Ananias,PT,3.5,,,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Cleitinho,Republicanos,41.3,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Alexandre Kalil,PDT,11.7,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Mateus Simões,PSD,14.0,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Gabriel Azevedo,MDB,3.1,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Marcelo Aro,PP,1.3,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,1,Patrus Ananias,PT,1.8,1.6,25.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,2,Alexandre Kalil,PDT,21.4,1.0,53.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,2,Gabriel Azevedo,MDB,11.1,1.0,53.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,2,Marcelo Aro,PP,7.8,1.0,53.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,2,Patrus Ananias,PT,5.7,1.0,53.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,3,Mateus Simões,PSD,29.7,1.2,47.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,3,Gabriel Azevedo,MDB,10.1,1.2,47.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,3,Marcelo Aro,PP,7.0,1.2,47.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,3,Patrus Ananias,PT,4.7,1.2,47.2,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,4,Cleitinho,Republicanos,44.1,,25.3,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,4,Alexandre Kalil,PDT,17.5,,25.3,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,4,Gabriel Azevedo,MDB,4.7,,25.3,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,4,Marcelo Aro,PP,4.6,,25.3,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,4,Patrus Ananias,PT,3.9,,25.3,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,5,Cleitinho,Republicanos,43.3,11.1,30.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,5,Gabriel Azevedo,MDB,5.7,11.1,30.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,5,Marcelo Aro,PP,5.8,11.1,30.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,Futura Inteligência,2026-03-24,2026-03-28,1200,2.8,5,Patrus Ananias,PT,4.0,11.1,30.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,1,Cleitinho,Republicanos,25.5,26.2,26.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,1,Mateus Simões,PSD,13.5,26.2,26.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,1,Gabriel Azevedo,MDB,3.4,26.2,26.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,1,Marcelo Aro,PP,2.8,26.2,26.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,1,Patrus Ananias,PT,2.6,26.2,26.0,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Cleitinho,Republicanos,29.6,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Alexandre Kalil,PDT,6.0,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Mateus Simões,PSD,15.8,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Gabriel Azevedo,MDB,3.6,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Marcelo Aro,PP,3.1,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,2,Patrus Ananias,PT,3.0,9.6,29.1,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,3,Cleitinho,Republicanos,30.8,10.6,29.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,3,Mateus Simões,PSD,17.0,10.6,29.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,3,Gabriel Azevedo,MDB,4.2,10.6,29.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,3,Marcelo Aro,PP,3.4,10.6,29.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,9,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
MG,governador,1,DataTempo,2026-03-14,2026-03-18,2030,2.19,3,Patrus Ananias,PT,3.8,10.6,29.4,Primeiro Turno (Governador) > 2026 > Janeiro - Julho,2,11,Pesquisas eleitorais para a eleição estadual de 2026 em Minas Gerais,72915416
