data,candidato,artigo,pageviews,fonte,url_fonte,observacao
2026-02-19,Romeu Zema,Romeu Zema,905,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-19,Ronaldo Caiado,Ronaldo Caiado,305,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-20,Augusto Cury,Augusto Cury,177,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-20,Flávio Bolsonaro,Flávio Bolsonaro,844,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-20,Lula,Luiz Inácio Lula da Silva,2243,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-20,Pablo Marçal,Pablo Marçal,267,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-20,Renan Santos,Renan Santos,812,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-20,Romeu Zema,Romeu Zema,559,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-20,Ronaldo Caiado,Ronaldo Caiado,268,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-21,Augusto Cury,Augusto Cury,197,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-21,Flávio Bolsonaro,Flávio Bolsonaro,923,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-21,Lula,Luiz Inácio Lula da Silva,1930,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-21,Pablo Marçal,Pablo Marçal,253,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-21,Renan Santos,Renan Santos,711,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-21,Romeu Zema,Romeu Zema,484,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-21,Ronaldo Caiado,Ronaldo Caiado,230,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-22,Augusto Cury,Augusto Cury,167,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-22,Flávio Bolsonaro,Flávio Bolsonaro,982,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-22,Lula,Luiz Inácio Lula da Silva,1929,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-22,Pablo Marçal,Pablo Marçal,290,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-22,Renan Santos,Renan Santos,725,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-22,Romeu Zema,Romeu Zema,530,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-22,Ronaldo Caiado,Ronaldo Caiado,235,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-23,Augusto Cury,Augusto Cury,206,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-23,Flávio Bolsonaro,Flávio Bolsonaro,881,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-23,Lula,Luiz Inácio Lula da Silva,1738,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-23,Pablo Marçal,Pablo Marçal,259,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-23,Renan Santos,Renan Santos,775,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-23,Romeu Zema,Romeu Zema,403,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-23,Ronaldo Caiado,Ronaldo Caiado,243,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-24,Augusto Cury,Augusto Cury,208,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-24,Flávio Bolsonaro,Flávio Bolsonaro,990,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-24,Lula,Luiz Inácio Lula da Silva,1782,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-24,Pablo Marçal,Pablo Marçal,293,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-24,Renan Santos,Renan Santos,1109,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-24,Romeu Zema,Romeu Zema,692,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-24,Ronaldo Caiado,Ronaldo Caiado,240,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-25,Augusto Cury,Augusto Cury,204,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-25,Flávio Bolsonaro,Flávio Bolsonaro,1555,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-25,Lula,Luiz Inácio Lula da Silva,1819,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-25,Pablo Marçal,Pablo Marçal,331,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-25,Renan Santos,Renan Santos,1340,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-25,Romeu Zema,Romeu Zema,971,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-25,Ronaldo Caiado,Ronaldo Caiado,272,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-26,Augusto Cury,Augusto Cury,161,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-26,Flávio Bolsonaro,Flávio Bolsonaro,1566,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-26,Lula,Luiz Inácio Lula da Silva,2498,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-26,Pablo Marçal,Pablo Marçal,330,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-26,Renan Santos,Renan Santos,1374,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-26,Romeu Zema,Romeu Zema,1270,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-26,Ronaldo Caiado,Ronaldo Caiado,260,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-27,Augusto Cury,Augusto Cury,147,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-27,Flávio Bolsonaro,Flávio Bolsonaro,1919,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-27,Lula,Luiz Inácio Lula da Silva,2480,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-27,Pablo Marçal,Pablo Marçal,287,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-27,Renan Santos,Renan Santos,1402,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-27,Romeu Zema,Romeu Zema,1148,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-27,Ronaldo Caiado,Ronaldo Caiado,292,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-02-28,Augusto Cury,Augusto Cury,144,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-02-28,Flávio Bolsonaro,Flávio Bolsonaro,1350,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-02-28,Lula,Luiz Inácio Lula da Silva,1732,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-02-28,Pablo Marçal,Pablo Marçal,209,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-02-28,Renan Santos,Renan Santos,1124,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-02-28,Romeu Zema,Romeu Zema,858,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-02-28,Ronaldo Caiado,Ronaldo Caiado,173,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-01,Augusto Cury,Augusto Cury,187,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-01,Flávio Bolsonaro,Flávio Bolsonaro,1421,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-01,Lula,Luiz Inácio Lula da Silva,1878,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-01,Pablo Marçal,Pablo Marçal,242,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-01,Renan Santos,Renan Santos,1026,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-01,Romeu Zema,Romeu Zema,760,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-01,Ronaldo Caiado,Ronaldo Caiado,361,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-02,Augusto Cury,Augusto Cury,180,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-02,Flávio Bolsonaro,Flávio Bolsonaro,1455,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-02,Lula,Luiz Inácio Lula da Silva,1871,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-02,Pablo Marçal,Pablo Marçal,214,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-02,Renan Santos,Renan Santos,883,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-02,Romeu Zema,Romeu Zema,595,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-02,Ronaldo Caiado,Ronaldo Caiado,282,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-03,Augusto Cury,Augusto Cury,166,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-03,Flávio Bolsonaro,Flávio Bolsonaro,1822,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-03,Lula,Luiz Inácio Lula da Silva,1719,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-03,Pablo Marçal,Pablo Marçal,277,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-03,Renan Santos,Renan Santos,1135,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-03,Romeu Zema,Romeu Zema,499,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-03,Ronaldo Caiado,Ronaldo Caiado,215,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-04,Augusto Cury,Augusto Cury,407,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-04,Flávio Bolsonaro,Flávio Bolsonaro,1243,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-04,Lula,Luiz Inácio Lula da Silva,1825,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-04,Pablo Marçal,Pablo Marçal,269,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-04,Renan Santos,Renan Santos,1174,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-04,Romeu Zema,Romeu Zema,378,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-04,Ronaldo Caiado,Ronaldo Caiado,223,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-05,Augusto Cury,Augusto Cury,1066,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-05,Flávio Bolsonaro,Flávio Bolsonaro,878,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-05,Lula,Luiz Inácio Lula da Silva,2045,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-05,Pablo Marçal,Pablo Marçal,284,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-05,Renan Santos,Renan Santos,1033,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-05,Romeu Zema,Romeu Zema,325,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-05,Ronaldo Caiado,Ronaldo Caiado,244,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-06,Augusto Cury,Augusto Cury,806,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-06,Flávio Bolsonaro,Flávio Bolsonaro,796,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-06,Lula,Luiz Inácio Lula da Silva,2085,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-06,Pablo Marçal,Pablo Marçal,254,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-06,Renan Santos,Renan Santos,1031,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-06,Romeu Zema,Romeu Zema,315,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-06,Ronaldo Caiado,Ronaldo Caiado,281,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-07,Augusto Cury,Augusto Cury,543,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-07,Flávio Bolsonaro,Flávio Bolsonaro,1101,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-07,Lula,Luiz Inácio Lula da Silva,1680,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-07,Pablo Marçal,Pablo Marçal,482,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-07,Renan Santos,Renan Santos,1077,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-07,Romeu Zema,Romeu Zema,330,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-07,Ronaldo Caiado,Ronaldo Caiado,318,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-08,Augusto Cury,Augusto Cury,417,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-08,Flávio Bolsonaro,Flávio Bolsonaro,940,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-08,Lula,Luiz Inácio Lula da Silva,1476,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-08,Pablo Marçal,Pablo Marçal,350,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-08,Renan Santos,Renan Santos,964,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-08,Romeu Zema,Romeu Zema,375,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-08,Ronaldo Caiado,Ronaldo Caiado,222,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-09,Augusto Cury,Augusto Cury,390,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-09,Flávio Bolsonaro,Flávio Bolsonaro,884,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-09,Lula,Luiz Inácio Lula da Silva,1675,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-09,Pablo Marçal,Pablo Marçal,302,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-09,Renan Santos,Renan Santos,1084,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-09,Romeu Zema,Romeu Zema,558,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-09,Ronaldo Caiado,Ronaldo Caiado,243,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-10,Augusto Cury,Augusto Cury,326,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-10,Flávio Bolsonaro,Flávio Bolsonaro,975,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-10,Lula,Luiz Inácio Lula da Silva,1503,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-10,Pablo Marçal,Pablo Marçal,311,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-10,Renan Santos,Renan Santos,1110,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-10,Romeu Zema,Romeu Zema,760,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
2026-03-10,Ronaldo Caiado,Ronaldo Caiado,272,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Ronaldo_Caiado,
2026-03-11,Augusto Cury,Augusto Cury,339,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Augusto_Cury,
2026-03-11,Flávio Bolsonaro,Flávio Bolsonaro,1727,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Flávio_Bolsonaro,
2026-03-11,Lula,Luiz Inácio Lula da Silva,1506,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva,
2026-03-11,Pablo Marçal,Pablo Marçal,260,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Pablo_Marçal,
2026-03-11,Renan Santos,Renan Santos,1250,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Renan_Santos,
2026-03-11,Romeu Zema,Romeu Zema,609,"Wikimedia REST API, pageviews per-article, all-access, agente user (coleta própria 1/9/2026)",https://pt.wikipedia.org/wiki/Romeu_Zema,
