instituto,data_campo_inicio,data_campo_fim,data_divulgacao,metodologia,cenario,candidato,percentual,rejeicao,margem_erro,registro_tse,url,observacao
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Aécio Neves,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Cabo Daciolo,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Flávio Bolsonaro,31,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Geraldo Alckmin,27,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Joaquim Barbosa,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Renan Santos,3,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Romeu Zema,3,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",Ronaldo Caiado,4,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",brancos e nulos,17,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,"1º turno, cenário 7",não sabe,10,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,Alckmin no lugar de Lula
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,Fernando Haddad,32,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,Flávio Bolsonaro,45,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,brancos e nulos,18,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Geraldo Alckmin,Flávio Bolsonaro,44,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Geraldo Alckmin,Geraldo Alckmin,34,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Geraldo Alckmin,brancos e nulos,16,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Flávio Bolsonaro x Geraldo Alckmin,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Damares Alves,Damares Alves,34,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Damares Alves,Lula,41,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Damares Alves,brancos e nulos,19,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Damares Alves,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,45,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Flávio Bolsonaro,Lula,42,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Flávio Bolsonaro,brancos e nulos,9,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Flávio Bolsonaro,não sabe,4,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Marcos Pontes,Lula,42,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Marcos Pontes,Marcos Pontes,34,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Marcos Pontes,brancos e nulos,18,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Marcos Pontes,não sabe,7,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Michelle Bolsonaro,Lula,45,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Michelle Bolsonaro,Michelle Bolsonaro,41,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Michelle Bolsonaro,brancos e nulos,10,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Michelle Bolsonaro,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Renan Santos,Lula,41,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Renan Santos,Renan Santos,30,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Renan Santos,brancos e nulos,24,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Renan Santos,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Rogério Marinho,Lula,41,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Rogério Marinho,Rogério Marinho,32,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Rogério Marinho,brancos e nulos,21,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Rogério Marinho,não sabe,6,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Romeu Zema,Lula,41,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Romeu Zema,Romeu Zema,36,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Romeu Zema,brancos e nulos,18,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Romeu Zema,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Ronaldo Caiado,Lula,40,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Ronaldo Caiado,Ronaldo Caiado,36,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Ronaldo Caiado,brancos e nulos,18,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,2º turno Lula x Ronaldo Caiado,não sabe,5,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Augusto Cury,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Flávio Bolsonaro,30,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Lula,32,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Michelle Bolsonaro,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Renan Santos,2,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Romeu Zema,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,Ronaldo Caiado,3,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,não sabe,29,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Gerp,2026-07-03,2026-07-07,2026-07-08,telefone; n=2000,espontânea,outros,1,,2.2,BR-03067/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/gerp-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Augusto Cury,1.5,7.2,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Aécio Neves,2.0,18.6,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Cabo Daciolo,0.5,14.1,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Edmilson Costa,0.1,8.2,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Flávio Bolsonaro,32.0,43.4,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Hertz Dias,0.1,8.5,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Joaquim Barbosa,0.5,7.0,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Lula,40.4,46.4,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Renan Santos,2.0,10.1,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Romeu Zema,2.5,13.3,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Ronaldo Caiado,4.0,12.1,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Rui Costa Pimenta,0.4,8.8,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,Samara Martins,0.4,8.9,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,brancos e nulos,4.1,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,1º turno,não sabe,9.5,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Augusto Cury,2.5,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Aécio Neves,3.2,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Cabo Daciolo,0.4,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Edmilson Costa,0.1,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Hertz Dias,0.1,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Joaquim Barbosa,0.6,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Lula,40.4,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Michelle Bolsonaro,29.4,28.0,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Renan Santos,3.5,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Romeu Zema,4.4,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Ronaldo Caiado,7.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Rui Costa Pimenta,0.1,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",Samara Martins,0.1,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",brancos e nulos,2.6,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,"1º turno, cenário 2",não sabe,5.7,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,cenário com Michelle Bolsonaro no lugar de Flávio
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,40.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Flávio Bolsonaro,Lula,45.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Flávio Bolsonaro,brancos e nulos,10.5,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Flávio Bolsonaro,não sabe,4.5,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Joaquim Barbosa,Joaquim Barbosa,23.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Joaquim Barbosa,Lula,45.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Joaquim Barbosa,brancos e nulos,18.6,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Joaquim Barbosa,não sabe,13.4,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
Ideia (Meio/Ideia),2026-07-03,2026-07-06,2026-07-08,n=1500; contratante Canal Meio,2º turno Lula x Michelle Bolsonaro,Lula,45.0,,2.5,BR-05628/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/meio-ideia-presidente-julho-2026/,
